#contig	Length	B0H_VFD_S52_	B0H_VFN_S44_	B0L_VFD_S51_	B0L_VFN_S43_	B2R2H_VFD_S54_	B2R2H_VFN_S46_	B2R2L_VFD_S53_	B2R2L_VFN_S45_	B3R2H_VFD_S55_	B3R2H_VFN_S48_	B3R2L_VFN_S47_	B8R2H_VFD_S57_	B8R2H_VFN_S50_	B8R2L_VFD_S56_	B8R2L_VFN_S49_
VIRSorter_Contig_3347-cat_2	19822	1.7000	0.6695	1.2420	1.3248	0.6851	0.5300	1.3418	1.3187	0.5791	0.6761	0.4704	3.6954	2.7604	0.9639	0.6213
VIRSorter_Contig_4072-cat_2	19822	1.2638	0.5795	0.2547	0.4465	2.1265	1.1855	0.2869	0.2290	3.4767	2.2987	0.0633	3.1279	1.8377	11.5586	6.3604
VIRSorter_Contig_769-cat_2	19820	0.1167	0.2509	1.6459	1.2333	0.1072	0.0000	0.4108	0.1025	1.3324	1.1155	0.4782	0.3285	0.4160	0.2719	0.1253
VIRSorter_Contig_4154-cat_2	19799	5.9948	3.9064	4.6423	6.9494	8.1666	5.7053	8.4664	4.9467	7.2446	3.9686	2.1131	7.4021	4.7158	12.3711	7.3391
VIRSorter_Contig_2485-cat_2	19757	2.1835	2.6999	1.3316	0.7713	6.9539	4.1308	13.1638	10.5615	0.0000	0.0000	1.0750	0.0217	0.0000	0.3402	0.5134
VIRSorter_Contig_3509-cat_2	19755	1.6663	0.8478	2.9043	4.0296	6.5560	3.0762	8.4201	4.3150	12.7525	5.8306	3.2070	11.4613	7.1037	9.5391	5.8974
VIRSorter_Contig_1453-cat_2	19739	0.0863	0.0000	0.0000	0.0000	10.9307	0.1796	0.2333	0.8703	0.6749	0.3935	0.7336	0.0753	0.1150	0.4490	1.2471
VIRSorter_Contig_1419-cat_2	19686	2.8647	0.0152	0.0000	0.0000	5.6150	0.1582	0.3964	0.6377	0.3822	0.0000	0.0000	0.0111	0.0000	0.0000	0.0000
VIRSorter_Contig_4006-cat_2	19684	0.5740	1.1711	0.1674	0.7872	0.3534	0.2106	0.5716	0.4070	0.5004	0.7837	0.1095	1.5252	0.8990	1.4752	0.5273
VIRSorter_Contig_948-cat_2	19665	13.0369	8.8333	9.2954	8.1317	12.9678	9.7080	8.5056	6.4608	5.9472	3.3590	5.0060	17.1559	8.2249	8.9849	5.7986
VIRSorter_Contig_655-cat_2	19657	4.6652	5.7204	9.8820	7.0199	3.1345	2.2287	6.8359	2.1841	2.3490	1.8042	3.8710	2.7935	2.6999	3.7209	3.3897
VIRSorter_Contig_1252-cat_2	19645	5.2362	2.8134	3.3732	3.7740	8.6593	3.8814	1.9100	1.2260	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1078-cat_2	19640	7.5668	5.1571	6.4467	13.4150	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0890	0.0563	0.0000	0.0000
VIRSorter_Contig_1731-cat_2	19629	0.0664	0.0000	0.0000	0.0000	0.1256	0.1229	0.0000	0.0000	0.0200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2063-cat_2	19628	4.5551	3.8237	3.3982	3.6299	8.5264	7.5472	9.2403	3.3087	0.8533	0.3956	0.6602	1.6509	0.7952	0.3837	0.2050
VIRSorter_Contig_2951-cat_2	19619	2.4380	1.9667	2.7066	2.8189	3.0531	2.1870	3.3607	2.8159	5.9983	3.3206	1.5332	5.2664	3.5908	7.9568	4.8066
VIRSorter_Contig_4347-cat_2	19588	4.4787	3.4014	6.7785	7.3414	4.9230	2.1118	6.6051	4.1020	8.0565	5.5461	4.2511	8.4989	5.6819	8.5389	6.5744
VIRSorter_Contig_4576-cat_2	19551	4.1730	1.6378	2.1645	2.2041	3.6005	2.0635	60.2507	29.4401	24.4989	4.4245	0.9196	30.9935	15.6392	5.0228	7.7190
VIRSorter_Contig_1258-cat_2	19533	5.7772	3.8655	3.1864	5.8611	13.5805	10.2170	3.7496	3.7168	2.9806	2.8849	6.4156	3.0760	3.0041	11.1850	6.8430
VIRSorter_Contig_3436-cat_2	19530	12.9313	8.2527	16.8593	17.6406	21.8301	8.3990	14.3660	13.6476	17.4563	18.5795	12.8229	24.8520	13.4296	47.8970	35.5605
VIRSorter_Contig_1488-cat_2	19517	3.2623	1.6447	2.0067	3.1983	19.7024	8.6595	3.9458	3.1809	2.5767	0.6206	1.0031	1.5359	1.1287	2.8813	3.1223
VIRSorter_Contig_3986-cat_2	19498	0.4628	0.1095	0.4574	0.1809	1.3416	0.3849	0.3407	0.1951	1.3856	1.5858	0.5796	0.6220	0.2035	7.1196	2.7929
VIRSorter_Contig_3186-cat_2	19482	33.7655	13.9994	31.1956	41.4106	26.5557	21.8116	43.9849	23.6029	44.8404	22.3216	16.0657	64.6891	37.5780	38.6966	25.6660
VIRSorter_Contig_3275-cat_2	19465	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.6486	0.7444	0.0000	7.1044	5.8078	0.0000	0.0000
VIRSorter_Contig_3428-cat_2	19449	8.3577	5.1342	5.0950	4.6990	14.6934	9.4780	8.5291	5.0789	12.7234	7.2918	8.2603	14.9904	9.3756	11.3586	7.1359
VIRSorter_Contig_4311-cat_2	19449	0.9897	0.0000	0.0000	0.0000	0.1898	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.8525	2.0044
VIRSorter_Contig_196-cat_2	19449	9.0023	4.1103	0.0000	0.0000	4.7953	2.5980	0.0945	0.0000	0.0000	0.0000	0.4829	0.0000	0.0000	2.8879	2.1015
VIRSorter_Contig_916-cat_2	19438	5.7193	3.5123	6.4489	9.2674	1.6720	1.9938	9.2120	4.0878	6.8913	3.0114	2.9842	4.0188	2.3605	2.7345	2.2147
VIRSorter_Contig_1448-cat_2	19426	0.0708	0.0000	0.0000	0.0000	0.2625	0.3033	0.0000	0.0000	0.0356	0.0000	0.0000	0.1174	0.1727	0.0000	0.0000
VIRSorter_Contig_640-cat_2	19420	21.9711	12.7429	19.5772	17.2223	45.8622	25.0226	36.2988	23.7488	29.8699	17.8692	12.7028	31.3587	22.3791	14.3479	6.7522
VIRSorter_Contig_1700-cat_2	19419	0.8397	0.4135	0.2544	0.1760	10.5746	9.4828	0.0783	0.0000	0.0000	0.0000	0.7925	0.3573	0.0429	0.5683	0.6488
VIRSorter_Contig_2262-cat_2	19340	0.5652	0.5308	0.0000	0.0000	0.0569	0.0000	1.0494	0.1139	0.0000	0.0000	0.0764	0.8414	0.1556	0.5373	0.2901
VIRSorter_Contig_1548-cat_2	19319	2.9326	2.9222	2.3101	6.0868	10.3442	5.4625	0.6317	0.3142	0.0798	0.0000	1.0563	1.5841	0.6638	1.3010	2.8903
VIRSorter_Contig_4285-cat_2	19259	0.3377	0.1840	0.3153	0.3129	0.6239	0.3520	0.5416	0.4146	1.6088	0.8664	0.3754	3.7610	1.5420	9.3963	5.3911
VIRSorter_Contig_2051-cat_2	19250	0.4425	0.1229	2.4077	1.9544	0.0000	0.4168	6.6852	0.4258	3.5132	0.3645	0.0547	0.7374	0.3877	0.0000	0.0000
VIRSorter_Contig_828-cat_2	19243	8.5941	4.1382	11.7761	10.4624	5.7766	4.8503	11.5687	7.2362	4.1450	5.1778	2.9638	8.7657	5.3962	6.6103	3.8359
VIRSorter_Contig_2916-cat_2	19236	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0808	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3566-cat_2	19233	2.7895	1.7298	3.2280	3.9622	4.7688	3.0437	1.3774	0.5420	0.4556	0.2641	1.5557	5.3527	4.1597	1.1247	1.0116
VIRSorter_Contig_1614-cat_2	19214	3.2217	1.6376	5.0342	3.8688	4.8175	2.9465	4.0159	2.3711	5.8383	3.7812	1.8239	3.5526	3.3131	8.4997	4.3916
VIRSorter_Contig_3718-cat_2	19207	1.9973	1.5127	1.5932	2.0279	1.7023	0.8127	1.8736	1.6791	0.7033	0.4792	0.4412	8.8678	7.4129	1.7707	0.8584
VIRSorter_Contig_1594-cat_2	19187	0.8584	0.2758	0.1509	0.1927	0.8627	0.8145	0.7624	0.3197	0.8108	0.3136	0.1580	0.5882	0.4781	0.9134	0.3988
VIRSorter_Contig_4494-cat_2	19184	2.2695	1.8862	2.8408	3.1789	0.9619	0.7719	5.2026	1.5220	4.3488	1.0374	0.6001	2.8042	2.1779	2.1575	1.7299
VIRSorter_Contig_1233-cat_2	19173	6.1274	3.3601	2.4373	3.1508	14.6324	9.6164	3.8586	3.0329	5.8385	5.1008	1.4084	5.2592	2.8696	4.4757	2.8298
VIRSorter_Contig_3118-cat_2	19149	2.0378	1.0899	5.4320	5.8947	4.1768	2.0284	4.0527	3.1489	8.5175	5.4246	2.1702	13.7420	9.7505	4.9356	3.6800
VIRSorter_Contig_1325-cat_2	19138	3.5234	2.3551	0.2823	1.3851	13.4707	9.3664	5.7175	1.2586	6.7348	3.4951	2.9691	5.0628	1.6885	0.4862	0.7565
VIRSorter_Contig_1934-cat_2	19088	4.5781	3.1084	7.0748	7.5210	5.9940	3.2717	10.4737	7.2254	3.0928	1.6733	2.7292	4.0951	3.5178	10.9108	8.8918
VIRSorter_Contig_3326-cat_2	19069	2.3212	0.6232	2.4939	4.9960	1.1112	0.7844	7.3694	4.8884	4.8272	2.4182	0.8532	7.0497	3.0939	2.7626	2.0433
VIRSorter_Contig_3809-cat_2	19047	0.0758	0.0984	4.7703	2.7695	0.0470	0.0000	0.0624	0.9392	3.3887	1.0873	0.0000	1.1307	7.3923	0.0000	0.0000
VIRSorter_Contig_2892-cat_2	18997	0.0000	0.0000	0.1902	0.0000	1.2292	0.0000	0.3423	0.0595	0.0960	7.8035	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1255-cat_2	18965	3.6977	1.9380	2.6954	2.8183	7.8688	7.0017	5.4545	4.8083	9.2873	6.1038	4.6079	5.6438	3.7018	6.0729	3.4447
VIRSorter_Contig_946-cat_2	18956	1.9891	0.7312	2.7738	2.2389	2.0506	1.1334	2.2376	1.2342	2.7370	2.1460	1.1740	2.0983	1.7599	4.1139	2.7309
VIRSorter_Contig_4101-cat_2	18944	3.5817	1.8740	0.0000	0.0000	8.8031	3.1807	0.0000	0.0000	0.0000	0.0000	0.8574	0.0000	0.0000	9.0466	6.7868
VIRSorter_Contig_3985-cat_2	18941	5.8287	3.6492	4.8542	5.8922	4.4247	2.4490	8.2009	4.7839	6.7078	2.9375	2.2561	5.8985	4.4191	17.7294	11.0147
VIRSorter_Contig_2068-cat_2	18926	2.7247	1.0861	0.9285	1.9326	1.2699	0.7672	10.4755	7.7176	1.6086	0.5741	0.3380	1.5717	0.9684	10.6922	6.4063
VIRSorter_Contig_1946-cat_2	18903	3.1314	1.0717	0.3548	0.5105	1.7335	1.1500	2.8504	1.0834	1.7996	0.7709	0.2565	2.8363	1.1564	1.4463	1.0132
VIRSorter_Contig_3064-cat_2	18893	22.4109	14.5908	9.6724	7.5065	9.7063	9.5656	17.4598	11.9452	18.0815	9.7501	19.4803	20.2120	14.5654	5.1561	3.2488
VIRSorter_Contig_232-cat_2	18892	7.0656	3.6964	4.1704	3.0510	5.4196	4.7304	3.6204	3.1512	2.5806	1.6521	2.1497	6.9845	4.0259	3.8404	2.0187
VIRSorter_Contig_2246-cat_2	18878	1.2341	0.9435	2.4131	0.9648	0.5605	0.4270	19.8201	2.2219	3.2205	0.4261	0.3324	0.7935	0.6318	1.2824	0.9324
VIRSorter_Contig_1994-cat_2	18831	2.4124	0.6702	2.0238	1.9656	0.5519	0.2941	8.2150	5.9962	1.1434	0.6671	0.0000	0.5148	0.8443	0.0000	0.0000
VIRSorter_Contig_3963-cat_2	18810	0.4722	0.4066	0.0512	0.0844	0.0813	0.0150	0.0876	0.0845	0.9189	0.4409	0.0310	0.1595	0.2453	14.3104	12.2218
VIRSorter_Contig_1215-cat_2	18807	0.1423	0.0802	0.0000	0.0000	3.3140	1.2602	0.0000	0.0000	0.0000	0.0000	0.2479	0.0000	0.0000	0.2541	0.1426
VIRSorter_Contig_4406-cat_2	18797	1.9847	1.6876	1.3575	1.1511	6.2515	3.9186	4.1422	1.2366	2.9025	1.1974	0.7068	1.8908	0.9991	11.1752	3.6898
VIRSorter_Contig_3927-cat_2	18785	6.1965	4.7169	8.0016	9.6814	4.8040	6.1793	4.4297	4.1541	6.9239	5.4709	4.2007	5.8659	7.5831	6.7295	8.4751
VIRSorter_Contig_3364-cat_2	18719	5.4892	2.0974	11.9923	12.6194	3.5910	0.9595	11.6098	12.2697	15.7429	16.8882	2.3517	29.9689	13.6740	72.3758	51.2294
VIRSorter_Contig_4130-cat_2	18715	14.0260	10.2175	15.3656	14.4362	23.8869	14.2873	13.2294	17.8908	7.1424	2.9068	6.4465	9.6070	14.6447	14.9632	2.9915
VIRSorter_Contig_1019-cat_2	18714	0.0000	0.0000	9.1682	11.4194	0.0000	0.0000	2.3651	0.0000	7.2390	2.4400	0.7242	5.4069	0.7276	0.0000	0.0000
VIRSorter_Contig_1194-cat_2	18712	7.2703	2.4756	1.5798	1.7355	8.6830	4.6585	2.9022	2.6947	1.9301	0.9997	1.6528	3.7474	1.7063	3.7913	1.7909
VIRSorter_Contig_2882-cat_2	18705	7.1741	4.4988	9.0505	7.6418	20.5928	13.7355	18.9135	25.9618	12.1227	10.8905	10.6025	12.0269	7.6980	29.6414	17.3547
VIRSorter_Contig_3131-cat_2	18698	0.0000	0.0000	3.1423	1.4230	0.0000	0.0000	0.1970	0.0000	0.5842	0.2263	0.0823	9.6930	10.1890	0.1191	0.0000
VIRSorter_Contig_2444-cat_2	18694	0.4370	0.0000	0.0000	0.0000	0.4363	3.0548	5.1418	55.6911	1.4260	0.2836	0.4681	0.0000	0.0000	0.0000	0.0653
VIRSorter_Contig_124-cat_2	18691	8.3344	5.6780	5.4604	5.7247	9.0800	5.4464	7.1903	6.5315	4.8138	2.9036	4.2231	6.8689	4.3340	6.3739	3.2760
VIRSorter_Contig_3535-cat_2	18666	2.0258	1.5443	4.7493	5.4592	4.4148	2.0559	4.2672	4.1965	8.5640	6.9930	1.6870	12.5230	8.4101	10.8202	5.9395
VIRSorter_Contig_1272-cat_2	18636	0.1099	0.0470	0.0000	0.0000	4.7706	1.7891	0.0000	0.0000	0.0000	0.0000	0.3105	0.0000	0.0000	0.5770	0.4748
VIRSorter_Contig_193-cat_2	18604	1.1811	0.5579	0.6203	0.9063	0.6621	0.2444	1.2607	0.7145	0.0988	0.0446	0.0670	0.2497	0.1629	0.3707	0.2744
VIRSorter_Contig_2361-cat_2	18603	19.2891	12.5336	15.7570	15.6091	14.9963	12.1290	21.0960	12.1371	20.9511	9.9927	7.9391	21.8732	13.6876	24.2558	16.1224
VIRSorter_Contig_1185-cat_2	18603	4.0463	2.9233	0.0000	0.0000	7.2338	3.6599	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_4611-cat_2	18560	1.1047	0.1884	1.1368	0.7656	0.4224	0.1099	1.0372	0.6615	1.8231	1.9717	0.4421	1.7942	0.9298	4.9550	5.6777
VIRSorter_Contig_3932-cat_2	18541	2.0680	1.3445	2.9900	3.1147	0.4997	0.5312	2.8199	2.1923	1.6466	1.4926	0.6537	6.4474	6.7831	1.2577	0.9624
VIRSorter_Contig_1261-cat_2	18523	6.1364	3.9601	4.4220	3.6580	9.9841	7.2987	4.3209	2.1953	2.4034	1.9524	1.8786	4.2071	2.6447	3.4573	1.8991
VIRSorter_Contig_277-cat_2	18513	10.2344	1.8179	0.7918	1.3549	2.1554	1.3577	5.8175	2.4120	8.9346	3.0552	0.1452	0.3826	0.4391	4.3683	4.0185
VIRSorter_Contig_3274-cat_2	18478	1.4112	1.0876	4.6410	3.2557	6.3000	5.3425	7.5902	2.9120	4.1749	3.2929	1.6116	9.7922	8.3281	1.9681	1.3581
VIRSorter_Contig_181-cat_2	18461	7.2303	2.8085	2.5579	3.9417	5.6749	2.4027	4.4411	8.1358	5.5118	3.7811	2.6433	6.3099	2.7358	4.3492	2.1574
VIRSorter_Contig_363-cat_2	18431	12.8633	7.8385	3.8915	3.0053	8.7382	5.9196	5.1353	3.4115	5.0799	2.8416	2.5874	4.7790	3.6620	5.9248	3.6434
VIRSorter_Contig_148-cat_2	18419	9.0625	3.3963	0.7385	0.9665	0.6631	0.4683	1.8730	0.9917	0.6395	0.2099	0.2515	0.4622	0.2961	1.1011	0.5382
VIRSorter_Contig_4594-cat_2	18400	0.0000	0.0000	0.0412	0.3273	0.0000	0.0000	0.1337	0.2237	7.9925	4.6196	0.7599	1.0243	1.6439	0.2847	12.4870
VIRSorter_Contig_1512-cat_2	18380	9.9114	4.7093	7.9457	7.1879	11.4973	9.0738	8.6963	3.5458	7.2186	4.5673	3.9693	9.9663	5.4015	14.8983	9.6785
VIRSorter_Contig_618-cat_2	18360	0.2930	0.1685	8.3622	9.5872	0.2674	0.0588	1.4676	0.9899	7.3284	2.2390	0.0654	5.6179	1.1370	1.0185	0.3428
VIRSorter_Contig_809-cat_2	18350	4.7070	3.6811	8.2904	8.2169	2.5871	1.5024	4.3440	4.0978	2.7776	2.3525	1.7381	4.4427	3.6545	5.3283	3.6441
VIRSorter_Contig_3059-cat_2	18326	13.1958	10.9779	28.8550	33.9909	19.8650	19.3272	4.1419	3.1232	24.2766	18.1691	13.3247	5.7512	3.9330	36.0152	44.9682
VIRSorter_Contig_3715-cat_2	18277	2.4455	1.1678	1.5748	1.9296	3.3180	2.7121	2.7395	1.9132	4.7498	2.9578	1.7754	5.6558	4.6179	4.5870	2.1927
VIRSorter_Contig_4432-cat_2	18276	13.8138	3.1709	13.5696	9.8173	4.4640	0.9568	6.8673	2.2195	0.6975	1.1526	1.7577	3.4426	2.6816	15.4280	3.9658
VIRSorter_Contig_1567-cat_2	18264	6.4296	4.3897	3.5626	4.2509	14.9224	9.3742	7.0036	5.9685	3.0602	2.2163	1.3159	3.1837	2.4732	5.5356	3.6200
VIRSorter_Contig_1831-cat_2	18246	17.9536	25.0618	43.8020	44.7081	24.8454	17.2385	62.6252	13.4687	51.2918	9.2772	14.1115	35.4966	28.3865	30.1319	23.8168
VIRSorter_Contig_226-cat_2	18224	9.2242	5.1032	0.8337	1.1224	0.0000	0.0000	1.0730	0.0000	0.0624	0.2200	0.3920	2.9968	2.6606	0.3727	0.0583
VIRSorter_Contig_373-cat_2	18203	14.7562	9.1065	23.1821	24.0323	16.7395	16.5322	49.1454	45.8776	38.0501	22.8111	14.1060	41.2776	19.4834	13.0924	8.9034
VIRSorter_Contig_2440-cat_2	18084	2.1169	2.3526	1.6189	1.7282	2.5951	2.1372	7.6726	6.6535	0.2155	0.0000	1.3562	0.5186	0.8461	5.4175	2.3954
VIRSorter_Contig_4391-cat_2	18075	11.2041	5.1678	6.3656	4.7358	42.2860	10.2998	7.2895	5.1644	11.2490	7.5337	6.2731	13.7365	7.8104	10.2545	6.8173
VIRSorter_Contig_714-cat_2	18072	11.5589	7.3601	11.8768	10.0179	9.5554	6.7033	11.4829	8.4032	15.1482	6.7377	4.5176	16.9622	12.7137	16.2032	9.6446
VIRSorter_Contig_4181-cat_2	18061	0.7866	0.0686	0.8286	1.0727	3.9649	1.7369	1.0631	0.2757	0.0892	0.0000	1.3903	1.6944	0.5965	8.2087	0.8053
VIRSorter_Contig_17-cat_2	18047	42.7559	27.6045	10.5068	46.7739	35.5225	8.7682	8.6878	25.0693	34.1029	8.9744	15.1123	3.7527	0.9669	22.1889	14.3783
VIRSorter_Contig_3011-cat_2	17980	0.9829	0.3307	4.2717	4.8439	2.1484	0.5326	12.8269	7.3646	27.9513	17.1088	2.6271	5.4832	6.9625	1.6299	0.9960
VIRSorter_Contig_1189-cat_2	17969	17.7125	4.6117	4.3167	3.6183	23.3395	8.6199	81.0890	27.2628	81.6688	33.8027	8.7422	50.7723	62.0785	7.4392	2.6476
VIRSorter_Contig_3600-cat_2	17967	0.5274	0.1292	0.1837	0.2120	0.2728	0.0408	0.6829	0.2506	0.1167	0.0957	0.0000	1.1451	0.4049	0.0932	0.0525
VIRSorter_Contig_3967-cat_2	17966	0.4848	0.4492	0.9025	1.0051	0.1288	0.0000	1.0490	0.1871	0.7379	0.4476	2.2722	1.2330	0.6991	8.7194	7.5372
VIRSorter_Contig_3458-cat_2	17963	7.6933	5.5625	5.3781	7.6648	5.5749	5.2077	14.3915	13.1744	5.2073	4.9223	3.0755	5.7347	6.3593	7.4300	6.1331
VIRSorter_Contig_772-cat_2	17960	2.1936	1.1139	8.5077	6.5704	3.0221	2.8173	2.4096	1.7418	0.4507	0.2847	2.5550	1.9390	0.6691	2.8897	1.6615
VIRSorter_Contig_1749-cat_2	17959	4.3151	2.1388	1.6822	2.2338	14.7821	10.4351	1.6804	0.2555	0.7459	0.1786	0.7902	1.0347	0.8607	1.5570	1.1122
VIRSorter_Contig_1856-cat_2	17955	3.0361	2.8014	0.4427	1.6679	2.9965	8.3972	0.0000	0.0576	0.2863	2.3586	0.6873	0.1815	0.2221	0.0573	0.2056
VIRSorter_Contig_3683-cat_2	17912	0.2126	0.3794	0.1516	0.0339	0.0000	0.0000	0.3439	0.7708	0.7692	0.1521	0.0000	2.7100	7.0226	0.0000	0.0000
VIRSorter_Contig_4345-cat_2	17906	2.7954	2.3535	4.7532	4.2697	2.8885	2.7532	6.1411	4.3156	4.7396	2.2605	3.9632	5.2305	3.8802	14.2320	8.7762
VIRSorter_Contig_2066-cat_2	17896	0.0747	0.0000	0.4292	0.6883	0.0399	0.0000	1.9721	0.4052	2.9290	1.5342	0.0000	2.7299	1.0525	0.4065	0.1141
VIRSorter_Contig_3414-cat_2	17893	0.0000	0.0000	0.7014	1.1153	4.2569	5.8789	4.3412	2.2065	5.0111	2.5672	9.1395	5.3118	1.6854	6.9617	6.6818
VIRSorter_Contig_36-cat_2	17802	13.0620	12.7038	12.5970	15.0638	4.7983	2.2928	11.9784	12.7550	4.1251	3.0924	1.7548	6.8464	4.0638	6.6117	3.9208
VIRSorter_Contig_1774-cat_2	17793	4.4024	2.1731	3.8070	2.3923	7.9293	5.0060	5.8458	2.3696	2.4102	0.9033	1.7163	2.6713	1.4008	4.3003	2.4587
VIRSorter_Contig_2729-cat_2	17759	0.4798	0.0407	0.0000	0.0486	0.0327	0.0305	0.3177	0.0923	0.4930	0.0513	0.0000	0.0000	0.0000	0.1638	0.0975
VIRSorter_Contig_92-cat_2	17757	1.7522	0.2687	2.5900	0.6703	1.9390	0.1019	0.3605	1.4334	0.0000	0.0000	0.0409	0.0000	0.0000	4.7537	1.0771
VIRSorter_Contig_4474-cat_2	17749	4.6895	2.3607	0.5276	0.2895	7.6104	3.7809	2.1992	1.7786	3.4174	1.3951	0.9625	4.7395	2.0608	27.3462	14.9816
VIRSorter_Contig_241-cat_2	17745	2.7555	1.2617	1.3806	1.5356	3.4899	3.7674	2.1206	1.9822	1.9022	2.3525	1.0321	5.5226	4.0808	2.2401	2.3486
VIRSorter_Contig_2147-cat_2	17732	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.8897	4.8764	0.0000	0.0000	0.0000	0.0000	0.0000	0.0779	0.4769
VIRSorter_Contig_4426-cat_2	17725	3.4698	2.7582	3.0340	4.0032	4.5473	3.3570	3.0843	3.7059	2.1391	1.5234	1.4631	2.5759	1.6934	16.8832	9.5531
VIRSorter_Contig_4048-cat_2	17713	14.2042	6.5827	6.0708	5.0094	27.1432	15.6393	10.8102	11.3325	5.6082	2.4209	4.9530	6.0017	3.3302	11.8158	6.1084
VIRSorter_Contig_4033-cat_2	17710	0.4778	0.5239	0.3526	0.3355	0.7972	0.0678	0.5831	0.3802	0.4686	0.3838	0.5176	0.0686	0.1956	7.3696	3.5197
VIRSorter_Contig_216-cat_2	17709	8.3686	3.6969	2.2244	1.5528	2.3909	1.5479	2.9673	2.5115	1.9568	1.2625	0.5488	3.4945	2.2045	0.9548	0.5890
VIRSorter_Contig_2301-cat_2	17708	5.5484	3.8944	5.9973	4.6232	6.5900	3.2096	8.3342	2.7564	7.1466	3.1166	3.4204	5.7596	2.7903	3.2358	2.9753
VIRSorter_Contig_3770-cat_2	17707	9.6664	4.7401	2.7384	3.1799	3.7122	1.8034	8.9868	1.4914	10.0250	2.8873	0.3043	9.1935	25.6210	2.6490	7.3325
VIRSorter_Contig_617-cat_2	17676	0.0000	0.0000	6.0782	1.9236	0.0000	0.0000	0.9368	0.0000	2.1888	0.0000	0.0000	4.4501	0.8200	0.0000	0.0000
VIRSorter_Contig_3571-cat_2	17627	2.0594	0.8532	2.1996	1.9015	3.0844	2.0671	2.6726	1.4202	1.7688	0.8731	0.5642	15.1593	6.9223	2.8861	1.8571
VIRSorter_Contig_3406-cat_2	17616	0.4065	0.1745	0.3278	0.4717	0.5859	0.3203	0.4422	0.1411	0.6877	0.2654	0.1005	0.6412	0.3801	0.9701	0.3177
VIRSorter_Contig_1066-cat_2	17608	0.0000	0.0000	0.0054	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_719-cat_2	17589	0.0000	0.0000	0.5705	0.3467	0.0000	0.0000	0.2786	0.3203	0.4765	0.3475	0.0065	0.3402	0.1713	0.1327	0.0213
VIRSorter_Contig_139-cat_2	17578	1.3606	0.6213	0.8523	0.9640	1.2783	1.2467	1.1462	0.7808	1.7388	0.5454	0.4765	1.5301	0.5994	1.3470	0.8355
VIRSorter_Contig_667-cat_2	17566	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_4028-cat_2	17561	0.6341	2.1093	0.8012	0.4618	2.2383	1.1836	4.6873	5.2772	16.1649	3.6421	1.7332	16.1387	5.0584	6.7350	5.8904
VIRSorter_Contig_2469-cat_2	17559	2.4274	2.9591	1.2529	0.8145	6.8785	4.5850	14.4290	10.6193	0.0465	0.0000	1.1187	0.0091	0.0000	0.4559	0.6931
VIRSorter_Contig_1291-cat_2	17549	0.5548	0.2660	0.0000	0.0000	8.3445	5.0099	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0174	0.0000
VIRSorter_Contig_1118-cat_2	17528	10.9847	6.2081	19.4626	13.8213	12.4059	8.4942	15.8940	8.8990	20.5333	13.9753	7.1063	11.9187	10.1026	29.8933	15.9112
VIRSorter_Contig_1012-cat_2	17518	0.7745	0.4576	1.4864	1.7216	1.7636	1.6028	2.7304	1.3066	2.1353	1.3551	1.2457	3.8838	2.1739	2.2749	1.2561
VIRSorter_Contig_894-cat_2	17504	0.2709	0.4766	17.0776	5.4907	0.0000	0.0000	0.3965	0.6744	3.2783	3.5496	0.7422	0.0246	0.0401	0.0000	0.0000
VIRSorter_Contig_442-cat_2	17501	10.9300	3.2260	1.4105	1.3135	7.1992	5.1911	3.5359	5.4420	2.8434	1.3372	0.7247	2.9184	2.1852	3.4649	2.2255
VIRSorter_Contig_3857-cat_2	17453	0.3321	0.1624	0.0300	0.6327	0.3079	0.2242	0.8621	0.3877	0.7385	0.6254	0.5636	1.3552	10.4694	0.1187	0.1819
VIRSorter_Contig_2999-cat_2	17424	0.0000	0.0000	1.5910	1.0266	0.0000	0.0000	0.2779	0.2178	6.5259	8.9497	0.0000	0.5618	3.4668	0.0000	0.0000
VIRSorter_Contig_4065-cat_2	17392	1.8859	0.7714	0.0804	0.0338	3.0362	1.4356	0.7157	0.3579	1.2254	0.3843	0.1458	1.4669	0.8195	10.3522	5.4652
