#contig	Length	B0H_VFD_S52	B0H_VFN_S44	B0L_VFD_S51	B0L_VFN_S43	B2R2H_VFD_S54	B2R2H_VFN_S46	B2R2L_VFD_S53	B2R2L_VFN_S45	B3R2H_VFD_S55	B3R2H_VFN_S48	B3R2L_VFN_S47	B8R2H_VFD_S57	B8R2H_VFN_S50	B8R2L_VFD_S56	B8R2L_VFN_S49
VIRSorter_Contig_1831-cat_2	18246	0.1351	0.1802	0.3173	0.3291	0.1825	0.1274	0.4491	0.0999	0.3696	0.0700	0.1017	0.2681	0.2134	0.2215	0.1729
VIRSorter_Contig_226-cat_2	18224	0.0691	0.0397	0.0077	0.0094	0.0008	0.0001	0.0087	0.0008	0.0014	0.0024	0.0038	0.0225	0.0202	0.0035	0.0014
VIRSorter_Contig_373-cat_2	18203	0.1070	0.0660	0.1649	0.1706	0.1224	0.1176	0.3459	0.3230	0.2695	0.1620	0.1025	0.2897	0.1405	0.0942	0.0647
VIRSorter_Contig_2440-cat_2	18084	0.0159	0.0175	0.0124	0.0140	0.0199	0.0166	0.0547	0.0473	0.0030	0.0009	0.0113	0.0050	0.0069	0.0396	0.0188
VIRSorter_Contig_4391-cat_2	18075	0.0830	0.0371	0.0466	0.0349	0.3014	0.0737	0.0535	0.0375	0.0827	0.0541	0.0457	0.0970	0.0565	0.0744	0.0500
VIRSorter_Contig_714-cat_2	18072	0.0975	0.0635	0.1007	0.0908	0.0864	0.0574	0.0994	0.0727	0.1310	0.0618	0.0416	0.1568	0.1194	0.1448	0.0850
VIRSorter_Contig_4181-cat_2	18061	0.0070	0.0016	0.0078	0.0099	0.0303	0.0149	0.0092	0.0040	0.0022	0.0010	0.0114	0.0156	0.0064	0.0632	0.0076
VIRSorter_Contig_17-cat_2	18047	0.3090	0.1973	0.0755	0.3286	0.2537	0.0639	0.0636	0.1792	0.2521	0.0628	0.1102	0.0276	0.0080	0.1616	0.1023
VIRSorter_Contig_3011-cat_2	17980	0.0088	0.0041	0.0331	0.0360	0.0173	0.0052	0.0911	0.0547	0.1917	0.1204	0.0211	0.0413	0.0503	0.0132	0.0086
VIRSorter_Contig_1189-cat_2	17969	0.1319	0.0332	0.0319	0.0281	0.1698	0.0641	0.6010	0.1995	0.6113	0.2472	0.0657	0.3720	0.4513	0.0538	0.0207
VIRSorter_Contig_3600-cat_2	17967	0.0135	0.0047	0.0032	0.0045	0.0044	0.0014	0.0208	0.0036	0.0030	0.0021	0.0002	0.0239	0.0139	0.0020	0.0017
VIRSorter_Contig_3967-cat_2	17966	0.0069	0.0083	0.0155	0.0128	0.0026	0.0006	0.0189	0.0037	0.0105	0.0060	0.0168	0.0178	0.0091	0.0636	0.0535
VIRSorter_Contig_3458-cat_2	17963	0.0632	0.0459	0.0460	0.0674	0.0510	0.0480	0.1192	0.1135	0.0460	0.0431	0.0262	0.0467	0.0538	0.0642	0.0526
VIRSorter_Contig_772-cat_2	17960	0.0165	0.0088	0.0602	0.0464	0.0228	0.0206	0.0180	0.0140	0.0042	0.0033	0.0188	0.0147	0.0063	0.0217	0.0130
VIRSorter_Contig_1749-cat_2	17959	0.0315	0.0161	0.0137	0.0167	0.1037	0.0748	0.0132	0.0031	0.0070	0.0020	0.0068	0.0087	0.0074	0.0126	0.0091
VIRSorter_Contig_1856-cat_2	17955	0.0227	0.0208	0.0042	0.0135	0.0225	0.0604	0.0007	0.0013	0.0033	0.0177	0.0061	0.0023	0.0027	0.0013	0.0030
VIRSorter_Contig_3683-cat_2	17912	0.0026	0.0050	0.0023	0.0015	0.0005	0.0002	0.0043	0.0081	0.0101	0.0022	0.0000	0.0260	0.0516	0.0002	0.0002
VIRSorter_Contig_4345-cat_2	17906	0.0233	0.0211	0.0366	0.0322	0.0233	0.0211	0.0461	0.0325	0.0373	0.0183	0.0303	0.0386	0.0295	0.1086	0.0645
VIRSorter_Contig_2066-cat_2	17896	0.0013	0.0004	0.0047	0.0069	0.0015	0.0007	0.0159	0.0046	0.0260	0.0145	0.0009	0.0234	0.0107	0.0045	0.0017
VIRSorter_Contig_3414-cat_2	17893	0.0003	0.0003	0.0066	0.0099	0.0336	0.0438	0.0322	0.0184	0.0376	0.0191	0.0648	0.0400	0.0134	0.0500	0.0496
VIRSorter_Contig_36-cat_2	17802	0.0929	0.0891	0.0886	0.1055	0.0349	0.0172	0.0824	0.0901	0.0308	0.0230	0.0139	0.0481	0.0293	0.0473	0.0286
VIRSorter_Contig_1774-cat_2	17793	0.0369	0.0192	0.0318	0.0211	0.0665	0.0409	0.0484	0.0204	0.0206	0.0085	0.0155	0.0233	0.0128	0.0363	0.0221
VIRSorter_Contig_2729-cat_2	17759	0.0118	0.0033	0.0007	0.0019	0.0018	0.0017	0.0088	0.0037	0.0106	0.0031	0.0006	0.0007	0.0006	0.0063	0.0043
VIRSorter_Contig_92-cat_2	17757	0.0168	0.0047	0.0246	0.0093	0.0216	0.0023	0.0050	0.0146	0.0000	0.0002	0.0014	0.0000	0.0000	0.0442	0.0115
VIRSorter_Contig_4474-cat_2	17749	0.0335	0.0174	0.0046	0.0034	0.0536	0.0281	0.0175	0.0139	0.0258	0.0112	0.0079	0.0337	0.0157	0.1864	0.1057
VIRSorter_Contig_241-cat_2	17745	0.0240	0.0123	0.0131	0.0147	0.0307	0.0341	0.0201	0.0190	0.0195	0.0209	0.0100	0.0475	0.0353	0.0207	0.0219
VIRSorter_Contig_2147-cat_2	17732	0.0001	0.0000	0.0000	0.0000	0.0001	0.0000	0.0580	0.0349	0.0000	0.0000	0.0001	0.0001	0.0002	0.0016	0.0054
VIRSorter_Contig_4426-cat_2	17725	0.0284	0.0230	0.0263	0.0333	0.0389	0.0264	0.0266	0.0298	0.0214	0.0152	0.0129	0.0272	0.0159	0.1220	0.0696
VIRSorter_Contig_4048-cat_2	17713	0.1025	0.0474	0.0437	0.0372	0.1917	0.1101	0.0767	0.0812	0.0414	0.0189	0.0362	0.0433	0.0251	0.0851	0.0448
VIRSorter_Contig_4033-cat_2	17710	0.0046	0.0051	0.0037	0.0036	0.0069	0.0015	0.0055	0.0041	0.0047	0.0040	0.0049	0.0021	0.0024	0.0555	0.0270
VIRSorter_Contig_216-cat_2	17709	0.0583	0.0278	0.0170	0.0130	0.0189	0.0123	0.0232	0.0190	0.0166	0.0108	0.0053	0.0273	0.0167	0.0088	0.0054
VIRSorter_Contig_2301-cat_2	17708	0.0392	0.0287	0.0422	0.0336	0.0469	0.0236	0.0595	0.0198	0.0522	0.0230	0.0259	0.0421	0.0204	0.0238	0.0224
VIRSorter_Contig_3770-cat_2	17707	0.0685	0.0348	0.0203	0.0237	0.0282	0.0144	0.0659	0.0119	0.0751	0.0211	0.0034	0.0655	0.1838	0.0201	0.0532
VIRSorter_Contig_617-cat_2	17676	0.0000	0.0000	0.0430	0.0145	0.0000	0.0000	0.0084	0.0001	0.0169	0.0000	0.0002	0.0311	0.0070	0.0000	0.0000
VIRSorter_Contig_3571-cat_2	17627	0.0192	0.0093	0.0177	0.0159	0.0275	0.0194	0.0214	0.0142	0.0196	0.0092	0.0062	0.1072	0.0502	0.0242	0.0157
VIRSorter_Contig_3406-cat_2	17616	0.0077	0.0051	0.0070	0.0106	0.0121	0.0082	0.0099	0.0052	0.0128	0.0060	0.0030	0.0123	0.0093	0.0163	0.0084
VIRSorter_Contig_1066-cat_2	17608	0.0002	0.0006	0.0010	0.0009	0.0006	0.0002	0.0007	0.0010	0.0002	0.0000	0.0006	0.0000	0.0001	0.0003	0.0002
VIRSorter_Contig_719-cat_2	17589	0.0008	0.0008	0.0105	0.0089	0.0003	0.0008	0.0059	0.0065	0.0087	0.0078	0.0011	0.0068	0.0036	0.0032	0.0014
VIRSorter_Contig_139-cat_2	17578	0.0172	0.0076	0.0103	0.0096	0.0157	0.0126	0.0131	0.0090	0.0180	0.0069	0.0057	0.0148	0.0088	0.0153	0.0092
VIRSorter_Contig_667-cat_2	17566	0.0009	0.0013	0.0007	0.0005	0.0009	0.0006	0.0008	0.0009	0.0006	0.0001	0.0000	0.0003	0.0001	0.0002	0.0003
VIRSorter_Contig_4028-cat_2	17561	0.0060	0.0178	0.0070	0.0053	0.0184	0.0119	0.0359	0.0423	0.1202	0.0301	0.0140	0.1279	0.0388	0.0489	0.0454
VIRSorter_Contig_2469-cat_2	17559	0.0184	0.0222	0.0103	0.0072	0.0503	0.0332	0.1023	0.0765	0.0011	0.0001	0.0096	0.0009	0.0007	0.0044	0.0063
VIRSorter_Contig_1291-cat_2	17549	0.0055	0.0031	0.0000	0.0000	0.0603	0.0372	0.0000	0.0000	0.0002	0.0000	0.0005	0.0000	0.0000	0.0009	0.0003
VIRSorter_Contig_1118-cat_2	17528	0.0794	0.0443	0.1380	0.0994	0.0877	0.0617	0.1120	0.0638	0.1449	0.1012	0.0511	0.0853	0.0722	0.2080	0.1134
VIRSorter_Contig_1012-cat_2	17518	0.0123	0.0071	0.0185	0.0201	0.0223	0.0198	0.0350	0.0184	0.0281	0.0176	0.0147	0.0494	0.0292	0.0264	0.0163
VIRSorter_Contig_894-cat_2	17504	0.0032	0.0049	0.1219	0.0409	0.0000	0.0001	0.0039	0.0062	0.0301	0.0290	0.0070	0.0010	0.0010	0.0000	0.0000
VIRSorter_Contig_442-cat_2	17501	0.0835	0.0276	0.0182	0.0170	0.0659	0.0449	0.0350	0.0438	0.0290	0.0151	0.0096	0.0354	0.0244	0.0424	0.0309
VIRSorter_Contig_3857-cat_2	17453	0.0036	0.0022	0.0016	0.0066	0.0039	0.0030	0.0080	0.0043	0.0079	0.0062	0.0054	0.0115	0.0775	0.0028	0.0029
VIRSorter_Contig_2999-cat_2	17424	0.0005	0.0003	0.0124	0.0085	0.0001	0.0002	0.0032	0.0026	0.0471	0.0649	0.0006	0.0062	0.0252	0.0002	0.0003
VIRSorter_Contig_4065-cat_2	17392	0.0170	0.0081	0.0014	0.0016	0.0264	0.0126	0.0071	0.0040	0.0116	0.0044	0.0026	0.0137	0.0083	0.0908	0.0457
VIRSorter_Contig_2504-cat_2	17355	0.0203	0.0126	0.0518	0.0555	0.0360	0.0139	0.0283	0.0241	0.0468	0.0456	0.0269	0.0345	0.0498	0.0684	0.0502
VIRSorter_Contig_4551-cat_2	17348	0.0042	0.0015	0.0019	0.0014	0.0034	0.0017	0.0034	0.0010	0.0027	0.0030	0.0015	0.0047	0.0035	0.0077	0.0665
VIRSorter_Contig_542-cat_2	17333	0.3040	0.1813	0.3163	0.3364	0.3347	0.2168	0.3451	0.2689	0.4249	0.2787	0.1797	0.6148	0.4153	0.5006	0.3099
VIRSorter_Contig_3166-cat_2	17322	0.0341	0.0262	0.0148	0.0144	0.0081	0.0076	0.0187	0.0147	0.0147	0.0117	0.0085	0.0856	0.0611	0.0243	0.0154
VIRSorter_Contig_2475-cat_2	17312	0.0077	0.0066	0.0102	0.0079	0.0040	0.0027	0.0186	0.0676	0.0146	0.0135	0.0123	0.0070	0.0086	0.0066	0.0022
VIRSorter_Contig_452-cat_2	17311	0.0534	0.0287	0.0005	0.0001	0.0015	0.0015	0.0001	0.0000	0.0000	0.0000	0.0018	0.0000	0.0001	0.0226	0.0094
VIRSorter_Contig_4165-cat_2	17305	0.0653	0.0317	0.0592	0.0671	0.0628	0.0407	0.0614	0.0448	0.0628	0.0337	0.0270	0.0611	0.0416	0.0893	0.0578
VIRSorter_Contig_4455-cat_2	17287	0.0049	0.0021	0.0045	0.0056	0.0067	0.0060	0.0041	0.0043	0.0068	0.0042	0.0046	0.0049	0.0050	0.0072	0.0046
VIRSorter_Contig_2690-cat_2	17287	0.0010	0.0060	0.0001	0.0002	0.2013	0.0370	0.0008	0.0016	0.0644	0.0647	0.0615	0.0320	0.0168	0.0699	0.0371
VIRSorter_Contig_2821-cat_2	17278	0.0002	0.0001	0.0000	0.0004	0.0006	0.0001	0.0001	0.0002	0.0003	0.0006	0.0002	0.0005	0.0006	0.0003	0.0002
VIRSorter_Contig_4577-cat_2	17244	0.0213	0.0062	0.0211	0.0260	0.0228	0.0121	0.2318	0.0477	0.2167	0.0620	0.0585	0.2149	0.0488	0.0627	0.0549
VIRSorter_Contig_2281-cat_2	17232	0.0175	0.0122	0.0270	0.0298	0.0216	0.0142	0.0406	0.0250	0.0168	0.0114	0.0062	0.0197	0.0088	0.0278	0.0203
VIRSorter_Contig_2963-cat_2	17226	0.0067	0.0046	0.0635	0.0639	0.0274	0.0170	0.0179	0.0189	0.0922	0.0930	0.0226	0.0582	0.0400	0.0189	0.0209
VIRSorter_Contig_3639-cat_2	17219	0.0002	0.0003	0.0018	0.0015	0.0006	0.0015	0.0067	0.0017	0.0008	0.0003	0.0000	0.1013	0.0137	0.0019	0.0005
VIRSorter_Contig_1570-cat_2	17201	0.0505	0.0212	0.0490	0.0410	0.0818	0.0230	0.0183	0.0063	0.1337	0.0190	0.0074	0.0330	0.0196	0.0196	0.0305
VIRSorter_Contig_2193-cat_2	17186	0.0489	0.0306	0.0170	0.0211	0.1017	0.0677	0.0816	0.0560	0.0485	0.0194	0.0205	0.0324	0.0200	0.0374	0.0209
VIRSorter_Contig_3696-cat_2	17178	0.0937	0.0591	0.1390	0.1058	0.1425	0.1509	0.1444	0.0729	0.0576	0.0331	0.0525	0.1484	0.0903	0.0910	0.0618
VIRSorter_Contig_4564-cat_2	17159	0.0135	0.0045	0.0143	0.0175	0.0020	0.0006	0.0017	0.0018	0.0107	0.0045	0.0052	0.0228	0.0066	0.0678	0.1018
VIRSorter_Contig_1681-cat_2	17137	0.1219	0.0805	0.1909	0.1919	0.1586	0.1334	0.4058	0.3706	0.3439	0.1777	0.1171	0.3310	0.1452	0.1145	0.0799
VIRSorter_Contig_2990-cat_2	17090	0.0226	0.0040	0.0528	0.0164	0.0130	0.0104	0.0104	0.0115	0.0190	0.0758	0.0043	0.0305	0.0245	0.0111	0.0079
VIRSorter_Contig_318-cat_2	17086	0.0912	0.0551	0.0322	0.0618	0.0691	0.0573	0.0757	0.0464	0.0217	0.0146	0.0118	0.0278	0.0098	0.0458	0.0358
VIRSorter_Contig_4405-cat_2	17075	0.0000	0.0001	0.0006	0.0001	0.0078	0.0036	0.0004	0.0007	0.0008	0.0011	0.0050	0.0007	0.0020	0.0516	0.0470
VIRSorter_Contig_1802-cat_2	17073	0.0071	0.0268	0.0219	0.0190	0.0339	0.0540	0.0261	0.0241	0.0333	0.0063	0.0124	0.0202	0.0277	0.0148	0.0273
VIRSorter_Contig_3277-cat_2	17065	0.0032	0.0021	0.0126	0.0166	0.0091	0.0071	0.0235	0.0084	0.0469	0.0229	0.0041	0.0703	0.0533	0.0062	0.0049
VIRSorter_Contig_3071-cat_2	17057	0.1240	0.1018	0.2214	0.2205	0.2193	0.0460	0.3213	0.1480	0.6212	0.2289	0.1079	0.9849	0.4259	0.3429	0.1771
VIRSorter_Contig_1692-cat_2	17050	0.0462	0.0267	0.0673	0.0625	0.0449	0.0380	0.0638	0.0357	0.0775	0.0328	0.0157	0.0779	0.0488	0.0579	0.0394
VIRSorter_Contig_3788-cat_2	17041	0.0062	0.0033	0.0026	0.0034	0.0078	0.0052	0.0081	0.0046	0.0029	0.0014	0.0036	0.0104	0.0619	0.0049	0.0130
VIRSorter_Contig_2255-cat_2	17023	0.0005	0.0016	0.0012	0.0011	0.0004	0.0004	0.0627	0.0095	0.0009	0.0001	0.0008	0.0000	0.0006	0.0003	0.0004
VIRSorter_Contig_268-cat_2	17010	0.1025	0.0483	0.0229	0.0201	0.0657	0.0547	0.0347	0.0133	0.0025	0.0022	0.0141	0.0092	0.0053	0.0193	0.0119
VIRSorter_Contig_2250-cat_2	17002	0.0011	0.0034	0.0534	0.0293	0.0047	0.0074	0.0759	0.0124	0.0592	0.0126	0.0009	0.0136	0.0218	0.0006	0.0008
VIRSorter_Contig_1754-cat_2	16999	0.0006	0.0007	0.0014	0.0007	0.0016	0.0017	0.0012	0.0004	0.0004	0.0006	0.0006	0.0004	0.0004	0.0009	0.0005
VIRSorter_Contig_4052-cat_2	16871	0.0030	0.0038	0.0036	0.0070	0.0123	0.0036	0.0111	0.0117	0.0028	0.0034	0.0171	0.0071	0.0052	0.0633	0.0140
VIRSorter_Contig_2170-cat_2	16824	0.0199	0.0202	0.0086	0.0123	0.0211	0.0148	0.0404	0.0265	0.0112	0.0095	0.0033	0.0267	0.0113	0.0196	0.0196
VIRSorter_Contig_2572-cat_2	16821	0.0001	0.0001	0.0002	0.0000	0.0002	0.0000	0.0004	0.0001	0.0722	0.0015	0.0001	0.0013	0.0012	0.0004	0.0004
VIRSorter_Contig_3361-cat_2	16804	0.0909	0.0553	0.0621	0.0500	0.0793	0.0438	0.1043	0.0699	0.0861	0.0539	0.0367	0.0893	0.0639	0.1063	0.0673
VIRSorter_Contig_2492-cat_2	16794	0.0000	0.0000	0.0011	0.0027	0.0004	0.0000	0.0463	0.0559	0.0015	0.0030	0.0002	0.0025	0.0025	0.0004	0.0000
VIRSorter_Contig_2487-cat_2	16742	0.0002	0.0019	0.0004	0.0006	0.0332	0.0277	0.0258	0.1003	0.0063	0.0024	0.0216	0.0039	0.0013	0.0140	0.0025
VIRSorter_Contig_3404-cat_2	16666	0.0034	0.0037	0.0047	0.0121	0.0500	0.0160	0.0092	0.0024	0.0457	0.0261	0.0116	0.0492	0.0401	0.0446	0.0235
VIRSorter_Contig_4529-cat_2	16640	0.0016	0.0012	0.0035	0.0031	0.0002	0.0004	0.0053	0.0012	0.0034	0.0031	0.0043	0.0047	0.0036	0.0154	0.0096
VIRSorter_Contig_3664-cat_2	16637	0.0007	0.0008	0.0047	0.0013	0.0166	0.0031	0.0089	0.0046	0.0072	0.0111	0.0320	0.0869	0.0023	0.0273	0.0097
VIRSorter_Contig_703-cat_2	16628	0.1208	0.0606	0.0907	0.1261	0.1423	0.0781	0.1404	0.0936	0.1768	0.0787	0.0427	0.2325	0.1797	0.0674	0.0384
VIRSorter_Contig_3276-cat_2	16600	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.1034	0.0008	0.0000	0.0000
VIRSorter_Contig_798-cat_2	16599	0.0328	0.0327	0.0493	0.1225	0.0257	0.0346	0.0497	0.0408	0.0524	0.0339	0.0086	0.2791	0.0729	0.0835	0.0434
VIRSorter_Contig_995-cat_2	16540	0.0093	0.0068	0.0124	0.0185	0.0093	0.0103	0.0063	0.0076	0.0094	0.0082	0.0059	0.0087	0.0123	0.0095	0.0138
VIRSorter_Contig_3846-cat_2	16522	0.0592	0.0349	0.0356	0.0372	0.0678	0.0466	0.0735	0.0443	0.0140	0.0075	0.0156	0.0879	0.0671	0.0470	0.0165
VIRSorter_Contig_942-cat_2	16516	0.0115	0.0035	0.0252	0.0244	0.0155	0.0206	0.0136	0.0091	0.0219	0.0142	0.0041	0.0220	0.0133	0.0165	0.0156
VIRSorter_Contig_4122-cat_2	16501	0.0532	0.0344	0.0818	0.0803	0.1163	0.0779	0.0810	0.0553	0.1221	0.0767	0.0300	0.1193	0.0848	0.1527	0.0868
VIRSorter_Contig_3327-cat_2	16492	0.0003	0.0001	0.0004	0.0008	0.0004	0.0004	0.0005	0.0001	0.0001	0.0002	0.0000	0.0000	0.0001	0.0000	0.0000
VIRSorter_Contig_4022-cat_2	16492	0.1444	0.0426	0.0435	0.0385	0.0316	0.0128	0.0500	0.0283	0.0389	0.0136	0.0329	0.0399	0.0350	0.0910	0.0540
VIRSorter_Contig_1164-cat_2	16485	0.0212	0.0072	0.0059	0.0202	0.0983	0.0019	0.0018	0.0017	0.0091	0.0050	0.0019	0.0081	0.0019	0.0212	0.0052
VIRSorter_Contig_2134-cat_2	16463	0.0523	0.0320	0.0217	0.0292	0.0454	0.0372	0.0433	0.0259	0.0182	0.0085	0.0095	0.0129	0.0054	0.0276	0.0214
VIRSorter_Contig_1329-cat_2	16418	0.1325	0.0867	0.0389	0.0412	0.0760	0.0680	0.0923	0.0689	0.0630	0.0548	0.0324	0.0610	0.0566	0.0500	0.0330
VIRSorter_Contig_673-cat_2	16416	0.0907	0.0610	0.1013	0.1167	0.1073	0.0908	0.1351	0.1112	0.1403	0.0760	0.0589	0.1838	0.1221	0.1754	0.1016
VIRSorter_Contig_4279-cat_2	16411	0.0062	0.0019	0.0077	0.0119	0.0464	0.0160	0.0174	0.0102	0.0380	0.0163	0.0190	0.0160	0.0112	0.0497	0.0315
VIRSorter_Contig_1695-cat_2	16394	0.0160	0.0116	0.0085	0.0150	0.0306	0.0303	0.0096	0.0133	0.0083	0.0066	0.0182	0.0068	0.0071	0.0295	0.0184
VIRSorter_Contig_3226-cat_2	16374	0.0000	0.0000	0.0011	0.0044	0.0000	0.0002	0.0056	0.0099	0.0348	0.0426	0.0000	0.1012	0.0465	0.0066	0.0031
VIRSorter_Contig_3280-cat_2	16363	0.0178	0.0056	0.0213	0.0424	0.0194	0.0165	0.0189	0.0132	0.0255	0.0222	0.0037	0.0823	0.0254	0.0472	0.0228
VIRSorter_Contig_1863-cat_2	16359	0.0694	0.0440	0.0783	0.0838	0.1147	0.0746	0.0930	0.0814	0.1551	0.0943	0.0517	0.1818	0.1225	0.1432	0.0943
VIRSorter_Contig_2032-cat_2	16356	0.0142	0.0058	0.0210	0.0293	0.0409	0.0148	0.0743	0.0398	0.0462	0.0230	0.0084	0.0288	0.0133	0.0275	0.0147
VIRSorter_Contig_953-cat_2	16347	0.0440	0.0330	0.0876	0.0922	0.0393	0.0194	0.0700	0.0306	0.0607	0.0210	0.0113	0.0555	0.0261	0.0390	0.0418
VIRSorter_Contig_2024-cat_2	16326	0.0160	0.0162	0.0076	0.0079	0.0393	0.0300	0.0605	0.0108	0.0183	0.0068	0.0087	0.0094	0.0075	0.0195	0.0131
VIRSorter_Contig_3094-cat_2	16314	0.0993	0.0522	0.0704	0.1083	0.1301	0.0699	0.1156	0.0651	0.0763	0.0384	0.0286	0.1191	0.0579	0.0479	0.0335
VIRSorter_Contig_61-cat_2	16307	0.0616	0.0324	0.0359	0.0364	0.0734	0.0375	0.0535	0.0335	0.0310	0.0188	0.0241	0.0409	0.0277	0.0405	0.0232
VIRSorter_Contig_3435-cat_2	16277	0.0141	0.0071	0.0196	0.0241	0.0222	0.0197	0.0433	0.0259	0.0491	0.0334	0.0182	0.0884	0.0585	0.0129	0.0128
VIRSorter_Contig_2480-cat_2	16274	0.0265	0.0346	0.0238	0.0257	0.0261	0.0434	0.0375	0.0846	0.0343	0.0642	0.0405	0.0450	0.0539	0.0259	0.0399
VIRSorter_Contig_221-cat_2	16266	0.1038	0.0361	0.0015	0.0001	0.0451	0.0367	0.0018	0.0011	0.0000	0.0002	0.0061	0.0109	0.0009	0.0058	0.0009
VIRSorter_Contig_1912-cat_2	16237	0.0258	0.0248	0.0254	0.0336	0.0111	0.0041	0.0294	0.0263	0.0113	0.0080	0.0054	0.0181	0.0098	0.0135	0.0115
VIRSorter_Contig_3779-cat_2	16206	0.0361	0.0137	0.0355	0.0302	0.0397	0.0304	0.0292	0.0181	0.0315	0.0241	0.0152	0.0417	0.0571	0.0466	0.0346
VIRSorter_Contig_1399-cat_2	16194	0.0143	0.0059	0.0030	0.0175	0.0776	0.0240	0.0046	0.0033	0.0055	0.0031	0.0117	0.0041	0.0020	0.0010	0.0020
VIRSorter_Contig_7-cat_2	16172	0.0674	0.0202	0.0166	0.0113	0.0804	0.0425	0.0166	0.0148	0.0085	0.0063	0.0112	0.0287	0.0153	0.0174	0.0154
VIRSorter_Contig_2823-cat_2	16158	0.0004	0.0001	0.0017	0.0032	0.0015	0.0022	0.0002	0.0002	0.0626	0.0159	0.0188	0.0504	0.0025	0.0006	0.0017
VIRSorter_Contig_4301-cat_2	16153	0.0354	0.0268	0.0089	0.0246	0.0384	0.0128	0.1125	0.0376	0.1545	0.0532	0.0180	0.2486	0.0883	0.0721	0.0415
VIRSorter_Contig_782-cat_2	16153	0.0021	0.0033	0.0336	0.0325	0.0007	0.0007	0.0210	0.0262	0.0274	0.0251	0.0026	0.0204	0.0131	0.0129	0.0056
VIRSorter_Contig_2772-cat_2	16136	0.0026	0.0029	0.0078	0.0028	0.0132	0.0050	0.0182	0.0037	0.0437	0.0113	0.0033	0.0162	0.0076	0.0009	0.0008
VIRSorter_Contig_1874-cat_2	16136	0.0391	0.0303	0.0313	0.0302	0.0579	0.0531	0.0490	0.0397	0.0129	0.0094	0.0219	0.0270	0.0176	0.0358	0.0337
VIRSorter_Contig_3209-cat_2	16124	0.0251	0.0136	0.0275	0.0279	0.0278	0.0185	0.0249	0.0198	0.0278	0.0188	0.0135	0.0562	0.0340	0.0425	0.0285
VIRSorter_Contig_2076-cat_2	16122	0.0676	0.0451	0.0541	0.0413	0.0279	0.0156	0.0702	0.0396	0.0663	0.0472	0.0228	0.0750	0.0550	0.0351	0.0176
VIRSorter_Contig_401-cat_2	16122	0.0593	0.0007	0.0076	0.0057	0.0174	0.0078	0.0045	0.0265	0.0065	0.0066	0.0015	0.0428	0.0316	0.0577	0.0363
VIRSorter_Contig_856-cat_2	16098	0.0882	0.0319	0.0843	0.0880	0.0506	0.0230	1.0035	0.4914	0.5217	0.1265	0.0125	1.1810	0.5579	0.0112	0.0134
VIRSorter_Contig_945-cat_2	16096	0.0242	0.0137	0.0209	0.0300	0.0180	0.0159	0.0367	0.0266	0.0331	0.0127	0.0080	0.0654	0.0326	0.0703	0.0399
VIRSorter_Contig_527-cat_2	16087	0.0825	0.0738	0.0050	0.0044	0.0970	0.0669	0.2120	0.2198	0.0306	0.0297	0.0139	0.0167	0.0075	0.0162	0.0203
VIRSorter_Contig_4106-cat_2	16079	0.0361	0.0174	0.0174	0.0221	0.0535	0.0315	0.0127	0.0091	0.0155	0.0055	0.0206	0.0199	0.0158	0.0473	0.0285
VIRSorter_Contig_4384-cat_2	16071	0.0233	0.0177	0.0000	0.0000	0.0273	0.0162	0.0002	0.0001	0.0000	0.0001	0.0009	0.0012	0.0009	0.0465	0.0216
VIRSorter_Contig_3520-cat_2	16068	0.0079	0.0086	0.0281	0.0327	0.0579	0.0258	0.0106	0.0147	0.0748	0.0549	0.0129	0.0981	0.0637	0.0126	0.0131
VIRSorter_Contig_4073-cat_2	16044	0.0741	0.0430	0.0577	0.0509	0.1081	0.0852	0.0922	0.0502	0.0636	0.0262	0.0598	0.0385	0.0263	0.1407	0.1007
VIRSorter_Contig_1845-cat_2	16043	0.0146	0.0082	0.0023	0.0023	0.0110	0.0122	0.0044	0.0031	0.0027	0.0016	0.0020	0.0010	0.0007	0.0026	0.0014
VIRSorter_Contig_2290-cat_2	16034	0.0495	0.0258	0.0305	0.0360	0.0256	0.0242	0.0493	0.0238	0.0371	0.0196	0.0223	0.0625	0.0378	0.0654	0.0498
VIRSorter_Contig_2738-cat_2	15989	0.0660	0.0430	0.0950	0.1087	0.1130	0.0647	0.0946	0.0764	0.0961	0.0713	0.0497	0.1100	0.0822	0.1182	0.0707
VIRSorter_Contig_4574-cat_2	15975	0.0143	0.0071	0.0330	0.0298	0.1151	0.0645	0.0210	0.0178	0.0326	0.0271	0.0213	0.0092	0.0066	0.1045	0.0599
VIRSorter_Contig_400-cat_2	15967	0.0709	0.0476	0.0115	0.0132	0.0036	0.0045	0.0109	0.0043	0.0083	0.0040	0.0013	0.0096	0.0059	0.0089	0.0035
VIRSorter_Contig_4401-cat_2	15960	0.0071	0.0022	0.0059	0.0059	0.0069	0.0053	0.0042	0.0045	0.0055	0.0036	0.0026	0.0076	0.0064	0.0082	0.0066
VIRSorter_Contig_3629-cat_2	15924	0.0187	0.0089	0.0072	0.0062	0.0035	0.0019	0.0050	0.0046	0.0016	0.0024	0.0035	0.0140	0.0059	0.0153	0.0107
